pid,old-pid,gid,unique gid,goaldisrupted,old-cid,goal-statement,Goal categories,,cid,uniquecid,Goal scope,rep-id,circumstance,Situation that occurred ,Repeating for another goal,Life Event?,Pre-existing?,Duplicate?,how-long,frequency,affect-wellbeing,affect-logistical,Disruption labor produced,Disruption labor produced,Disruption labor produced,affect-goal,change,Goal changes,,,,,,
S28,S28,goal2,S28goal2,,circ2,Save an extra 100 dollars to pay off car faster,Financial Stability/Safety,,circ2,S28goal2circ2,Medium term,,Rise in gas prices,Finances,No,No,No,No,multiple weeks to a month,monthly,It creates stress,NA,Emotional,,,gas prices jumped from 2.59 to 2.74 in 4 or 5 days. This fluctuating price makes it hard to maintain a budget for gas.,Try to drive less by limiting frequent trips to stores or going out,Changed strategy,,,,,,
S28,S28,goal2,S28goal2,,circ3,Save an extra 100 dollars to pay off car faster,Financial Stability/Safety,,circ3,S28goal2circ3,Medium term,,Paying off other bills first,Finances,No,No,No,No,multiple months to a year,monthly,It creates stress,NA,Emotional,,,NA,I paid off bills and debt that were more important to allow for the car to be focused on after.,Changed strategy,,,,,,
S28,S28,goal3,S28goal3,,circ1,Increase step count from 2000 to 4000 a day,Physical Activity,,circ1,S28goal3circ1,Medium term,,The Heat,Weather,No,No,No,No,more than half a day to a day,daily,It makes me not want to complete my steps,NA,Emotional,,,It limits the amount of time I have to complete my steps,I have to either get up earlier and start walking in the morning or wait till evening when the sun is setting to get my steps in.,Changed time,,,,,,
S29,S29,goal1,S29goal1,,circ1,saving to buy a car,Shopping,,circ1,S29goal1circ1,Long term,,health emergencies,Health,No,Yes,No,No,multiple months to a year,monthly,I was physically and mentally exhausted,,Emotional,Physical,,Finances were not enough so i did not save for 2 months,I cut off my monthly saving for a 2 months,Paused,,,,,,
S29,S29,goal1,S29goal1,,circ2,saving to buy a car,Shopping,,circ2,S29goal1circ2,Long term,,impulse buying,Finances,No,No,No,No,multiple days to a week,weekly,I felt guilty,NA,Emotional,,,reduced my saving amount,Spent too much money shopping,Skipped,,,,,,
S29,S29,goal2,S29goal2,,circ1,saving to re-furnish my home,Housing,,circ1,S29goal2circ1,Long term,,House shopping,Finances,No,No,No,No,multiple days to a week,monthly,felt disappointment,NA,Emotional,,,I cut off my savings,I spent more on general house necessities,Skipped,,,,,,
S29,S29,goal3,S29goal3,,circ1,reading self-help books daily,Education/Learning,,circ1,S29goal3circ1,Medium term,,MOVIES,Entertainment,No,No,No,No,more than half a day to a day,weekly,increased anxiety,NA,Emotional,,,spent books time on movies,SPENT 2 HOURS ON MOVIES AND NONE ON BOOKS,Skipped,,,,,,
S30,S30,goal1,S30goal1,,circ1,Getting to a healthier weight,Weight management,,circ1,S30goal1circ1,Medium term,,"Body retaining weight, even when exercising",Internal - Feelings and thoughts,No,No,No,No,multiple days to a week,daily,,,Emotional,,,You get discouraged and feel like not trying.,Changing my diet or modifying exercise.,Changed strategy,,,,,,
S30,S30,goal2,S30goal2,,circ1,Moving to a new location,Housing,,circ1,S30goal2circ1,Long term,,Not saving enough money,Finances,No,No,No,No,multiple weeks to a month,monthly,,NA,Financial,,,,Putting off relocating,Paused,,,,,,
S31,S32,goal1,S31goal1,,circ1,Saving,Financial Stability/Safety,,circ1,S31goal1circ1,Long term,,High cost of living,Finances,No,No,Yes,No,multiple weeks to a month,yearly or less,It made living somewhat difficult,,Financial,,,Prices of item in the supermarkets,Started buying more important stuff,Changed strategy,,,,,,
S31,S32,goal1,S31goal1,,circ2,Saving,Financial Stability/Safety,,circ2,S31goal1circ2,Long term,,Unforeseen circumstances,Pain,No,No,No,No,multiple days to a week,yearly or less,I was devastated,,Emotional,Physical,,Accidents,Illness,No response,,,,,,
S31,S32,goal2,S31goal2,,circ1,Exercising more,Physical Activity,,circ1,S31goal2circ1,Medium term,,TOO TIRED,Internal - Feelings and thoughts,No,No,No,No,multiple weeks to a month,yearly or less,I felt too comfortable,,Emotional,,,made me lazy,Tried to be less busy,Changed strategy,,,,,,
S31,S32,goal3,S31goal3,,circ1,Eating healthy,Nutrition,,circ1,S31goal3circ1,Medium term,,Eating late,Diet,No,No,No,No,multiple weeks to a month,yearly or less,Gained weight,,Physical,,,Made me bloat,Eating early,Changed strategy,,,,,,
S32,S33,goal1,S32goal1,,circ1,Regularly practice and learn coding,Education/Learning,,circ1,S32goal1circ1,Medium term,,My in-laws were visiting for the weekend,Social interaction - other,No,No,No,No,more than an hour to half a day,every 6 months,It made me feel a bit bad about not meeting my goals.,,Emotional,,,I had no free time to practice.,I refrained from any coding,Skipped,,,,,,
S32,S33,goal1,S32goal1,,circ2,Regularly practice and learn coding,Education/Learning,,circ2,S32goal1circ2,Medium term,,I had to deep clean my apartment,Housework,No,No,No,No,more than half a day to a day,monthly,It was tiring and reduced the amount of sleep I got.,I had to order food because I had no time to cook.,Physical,,Logistical,It gave me less time to put towards coding.,I changed my goal to code for only about 30 minutes.,Changed time,,,,,,
S32,S33,goal1,S32goal1,,circ3,Regularly practice and learn coding,Education/Learning,,circ3,S32goal1circ3,Medium term,r17,Work made me too tired to effectively learn,Work,Yes,No,No,No,more than half a day to a day,weekly,It made me feel a bit ashamed and like I wont find a good career.,none,Emotional,,,I failed in maintaining the habit of coding.,I refrained from coding.,Skipped,,,,,,
S32,S33,goal2,S32goal2,,circ1,Keep my apartment clean with daily tasks,Cleaning/organizing,,circ1,S32goal2circ1,Medium term,,back pain,Pain,No,No,No,No,more than an hour to half a day,every other week,It restricted my movement and wore me out,take painkillers and CBD,Physical,,,It made it harder to move around,Created a longer window in which I can clean without guilt,Changed time,,,,,,
S32,S33,goal2,S32goal2,S32goal1,circ2,Keep my apartment clean with daily tasks,Cleaning/organizing,,circ2,S32goal2circ2,Medium term,r17,busy work schedule,Work,Yes,No,No,No,more than an hour to half a day,monthly,It wears me out mentally and physically.,allocate less time for hobbies,Physical,Emotional,,My work takes up time that could be used for cleaning.,I clean before work regardless of when I must be at work.,Changed strategy,,,,,,
S33,S34,goal1,S33goal1,,circ1,Increase physical health through diet and exercise.,Health - other,,circ1,S33goal1circ1,Medium term,,Having to work more than expected,Work,No,No,No,No,more than half a day to a day,weekly,It increased my anxiety and made me feel much more tired.,,Emotional,Physical,,I was too tired and it felt too late in the day to proceed.,I skipped exercise.,Skipped,,,,,,
S33,S34,goal1,S33goal1,,circ2,Increase physical health through diet and exercise.,Health - other,,circ2,S33goal1circ2,Medium term,,Having prior commitments with friends.,Social interaction - other,No,No,No,No,more than half a day to a day,yearly or less,Increased my anxiety.,,Emotional,,,I felt I did not have enough time for both.,I skipped exercise.,Skipped,,,,,,
S33,S34,goal2,S33goal2,,circ2,Increase mental well being.,Mental health and wellbeing,,circ1,S33goal2circ1,Long term,,,No disruption,No,No,No,No,No response,No response,,,No labor- positive disruption,,,,,No response,,,,,,
S34,S35,goal1,S34goal1,,circ1,Work out and get rid of chronic physical pains.,Physical Activity,,circ1,S34goal1circ1,Long term,r18,Low motivation,Internal - Feelings and thoughts,Yes,No,No,No,multiple days to a week,weekly,It made me less enthused about doing anything productive.,,Emotional,,,It made me want to accept the current physical situation instead of improve it.,I only did a stretch for 30 seconds all day.,Changed time,,,,,,
S34,S35,goal1,S34goal1,,circ2,Work out and get rid of chronic physical pains.,Physical Activity,,circ2,S34goal1circ2,Medium term,,Less pain (so less impetus to exercise),Internal - Feelings and thoughts,No,No,No,No,more than half a day to a day,weekly,"I felt better, but only temporarily.",NA,,Emotional,,It lowered my self-discipline.,I did less exercise than I really needed long term.,Changed strategy,,,,,,
S34,S35,goal1,S34goal1,,circ3,Work out and get rid of chronic physical pains.,Physical Activity,,circ3,S34goal1circ3,Medium term,,Sleepiness and tiredness,Sleep,No,No,No,No,more than an hour to half a day,weekly,It made me more apathetic and weary.,I slept.,Emotional,,,It made me not feel like doing strenuous tasks.,I simply slept away the body pains.,Skipped,,,,,,
S34,S35,goal2,S34goal2,,circ1,Do well in classes this semester.,Education/Learning,,circ1,S34goal2circ1,Medium term,,Feeling lazy,Internal - Feelings and thoughts,No,No,No,No,multiple weeks to a month,daily,Made me mildly depressive.,I got up and walked to gain some energy.,Emotional,,,It lowered my ability to finish tasks.,I just didn't do what I had to do.,Skipped,,,,,,
S34,S35,goal2,S34goal2,,circ3,Do well in classes this semester.,Education/Learning,,circ2,S34goal2circ2,Medium term,,Nervousness about doing assignments well,Internal - Feelings and thoughts,No,No,No,No,more than an hour to half a day,daily,It makes me uneasy and physically on edge.,NA,Physical,,,It hindered my task completion skills.,I avoided the assignment I had to do.,Skipped,,,,,,
